xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions,crampton
"<Policy PolicyId=""RPSlist.19.0.1.1.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Resources>
<Resource>
    <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ResourceMatch>
</Resource>
                            </Resources>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.19.0.1.1.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","Subject(S), Role(S, R), IsSubjectsMeeting(S, ISM).","Resource(RS), IsEqMeetingPaperResId(RS, IEMPR).",,"can_read(S, RS) :- Subject(S), Resource(RS), Role(S, ""pc-chair""), IsSubjectsMeeting(S, ""true""), IsEqMeetingPaperResId(RS, ""true"").",IsSubjectsMeeting.IsEqMeetingPaperResId^{-1}
"<Policy PolicyId=""RPSlist.20.0.0.2.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Resources>
<Resource>
    <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ResourceMatch>
</Resource>
                            </Resources>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.20.0.0.2.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","Subject(S), has_role(S, 'pc-chair'), has_isSubjectsMeeting(S, 'true').","Resource(R), has_isEq_meetingPaper_resId(R, 'true').",,"can_read(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-chair'), has_isSubjectsMeeting(S, 'true'), has_isEq_meetingPaper_resId(R, 'true').",has_isSubjectsMeeting.has_isEq_meetingPaper_resId^{-1}
"<Policy PolicyId=""RPSlist.21.0.0.2.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Resources>
<Resource>
    <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ResourceMatch>
</Resource>
                            </Resources>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","Subject(S), Role(S, R), IsSubjectsMeeting(S, ISM).","Resource(Res), IsEqMeetingPaperResId(Res, IEMPR).",,"can_read(S, Res) :- Subject(S), Resource(Res), Role(S, 'pc-chair'), IsSubjectsMeeting(S, 'true'), IsEqMeetingPaperResId(Res, 'true').",IsSubjectsMeeting.IsEqMeetingPaperResId^{-1}
"<Policy PolicyId=""RPSlist.22.0.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">subreviewer</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",Subreviewer(S).,Resource(R).,"is_subject_user(S, R) :- Subreviewer(S), Resource(R).","can_create(S, R) :- Subreviewer(S), Resource(R), is_subject_user(S, R).",is_subject_user
"<Policy PolicyId=""RPSlist.23.0.0.1.5.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.1.5.3.2.r.1"">
    <Target/>
</Rule>
                            </Policy>",PCMember(P).,Meeting(M).,"is_meeting(P, M) :- PCMember(P), Meeting(M).","can_read(P, M) :- PCMember(P), Meeting(M), is_meeting(P, M).",is_meeting
"<Policy PolicyId=""RPSlist.1.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.1.0.0.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Resource(R).,,"can_access(S, R, read) :- Subject(S), Resource(R), action(S, read).",action
"<Policy PolicyId=""RPSlist.2.0.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                </Target>
                <Rule Effect=""Deny"" RuleId=""RPSlist.2.0.2.r.1"">
                    <Target/>
                </Rule>
            </Policy>","Subject(S), Resource(R).",Resource(R).,"has_role(S, 'pc-member') :- Subject(S).
is_eq_subjUserId_resUserId(S, R) :- Subject(S), Resource(R).","can_access(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_eq_subjUserId_resUserId(S, R).",is_eq_subjUserId_resUserId
"<Policy PolicyId=""RPSlist.3.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.3.0.1.r.1"">
                    <Target/>
                </Rule>
            </Policy>",AccessSubject(S).,Resource(R).,"has_role(S, 'pc-member') :- AccessSubject(S).
is_subject_user_equal_resource_user(S, R) :- AccessSubject(S), Resource(R).","can_read(S, R) :- AccessSubject(S), Resource(R), has_role(S, 'pc-member'), is_subject_user_equal_resource_user(S, R).",is_subject_user_equal_resource_user
"<Policy PolicyId=""RPSlist.3.0.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                    </Target>
                    <Rule Effect=""Deny"" RuleId=""RPSlist.3.0.3.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",User(U).,Resource(R).,"has_role(U, 'pc-member') :- User(U).
is_same_user(U, R) :- User(U), Resource(R).","can_access(U, R) :- User(U), Resource(R), has_role(U, 'pc-member'), is_same_user(U, R).",is_same_user
"<Policy PolicyId=""RPSlist.4.0.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                    </Target>
                    <Rule Effect=""Deny"" RuleId=""RPSlist.4.0.3.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), Resource(R).",Resource(R).,"has_role(U, 'pc-member') :- User(U).
is_eq_subjUserId_resUserId(U, R) :- User(U), Resource(R).","deny_access(U, R) :- User(U), Resource(R), has_role(U, 'pc-member'), is_eq_subjUserId_resUserId(U, R).",is_eq_subjUserId_resUserId
"<Policy PolicyId=""RPSlist.5.0.0.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                    </Target>
                    <Rule Effect=""Deny"" RuleId=""RPSlist.5.0.0.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","Subject(S), Resource(R).",Resource(R).,"has_role(S, 'pc-member') :- Subject(S). is_subject_user_equal_to_resource_user(S, R) :- Subject(S), Resource(R).","deny_access(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_subject_user_equal_to_resource_user(S, R).",is_subject_user_equal_to_resource_user
"<Policy PolicyId=""RPSlist.6.0.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                    </Target>
                    <Rule Effect=""Deny"" RuleId=""RPSlist.6.0.3.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",User(U).,Resource(R).,"has_role(U, ""pc-member"") :- User(U).
is_same_user(U, R) :- User(U), Resource(R).","can_access(U, R) :- User(U), Resource(R), has_role(U, ""pc-member""), is_same_user(U, R).",is_same_user
"<Policy PolicyId=""RPSlist.7.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.7.0.0.r.1"">
                    <Target/>
                </Rule>
            </Policy>","User(U), Resource(R).",Resource(R).,"has_role(U, 'pc-member') :- User(U).
is_subject_user_equal_resource_user(U, R) :- User(U), Resource(R).","can_write(U, R) :- User(U), Resource(R), has_role(U, 'pc-member'), is_subject_user_equal_resource_user(U, R).",is_subject_user_equal_resource_user
"<Policy PolicyId=""RPSlist.8.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                </Target>
                <Rule Effect=""Deny"" RuleId=""RPSlist.8.0.1.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Resource(R).,"has_role(S, 'pc-member') :- Subject(S).
is_eq_subjUserId_resUserId(S, R) :- Subject(S), Resource(R).","can_access(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_eq_subjUserId_resUserId(S, R).",is_eq_subjUserId_resUserId
"<Policy PolicyId=""RPSlist.8.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                </Target>
                <Rule Effect=""Deny"" RuleId=""RPSlist.8.0.1.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Resource(R).,"has_role(S, 'pc-member') :- Subject(S).
is_eq_subjUserId_resUserId(S, R) :- Subject(S), Resource(R).","not can_access(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_eq_subjUserId_resUserId(S, R).",is_eq_subjUserId_resUserId
"<Policy PolicyId=""RPSlist.8.0.4.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                        </Target>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.8.0.4.3.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","AccessSubject(S), Resource(R).",,"has_role(S, 'pc-member') :- AccessSubject(S).
is_eq_subjUserId_resUserId(S, R) :- AccessSubject(S), Resource(R).","deny(S, R) :- AccessSubject(S), Resource(R), has_role(S, 'pc-member'), is_eq_subjUserId_resUserId(S, R).",is_eq_subjUserId_resUserId
