xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions,carminati
"<Policy PolicyId=""RPSlist.21.0.0.2.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_create(U, Res) :- User(U), Resource(Res), has_role(U, ""pc-chair"").","User(?U) ∧ Resource(?Res) ∧ has_role(?U,""pc-chair"") => can_access(?U,?Res)"
"<Policy PolicyId=""RPSlist.21.0.0.2.4"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <AttributeDesignator AttributeId=""isConflicted"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.4.r.1"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""isEq-subjUserId-resUserId"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.4.r.3"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""hasSubmittedReviewForResPaper"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                    </Policy>","User(U), Role(R), Paper(P).",Paper(P).,"has_role(U, R) :- User(U), Role(R).
is_conflicted(U, P) :- User(U), Paper(P).
is_eq_subjUserId_resUserId(U, P) :- User(U), Paper(P).
has_submitted_review_for_respaper(U, P) :- User(U), Paper(P).","can_read(U, P) :- User(U), Paper(P), has_role(U, ""pc-member""), not is_conflicted(U, P).
can_read(U, P) :- User(U), Paper(P), is_eq_subjUserId_resUserId(U, P).
can_read(U, P) :- User(U), Paper(P), has_role(U, ""pc_chair""), has_submitted_review_for_respaper(U, P).","User(?U) ∧ Resource(?Res) ∧ Role(?U,""pc-member"") ∧ not is_conflicted(?U) ∧ is_eq_subjUserId_resUserId(?U,?Res). can_read(U,?Res) => can_read(?U,?Res)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
                <AttributeDesignator AttributeId=""isMeeting"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.3.2.r.1"">
    <Target/>
</Rule>
                            </Policy>",Subject(S).,Object(O).,"has_role(S, ""pc-member"") :- Subject(S).
has_isMeeting(S, ""true"") :- Subject(S).","can_access(S, O, ""read"") :- Subject(S), Object(O), has_role(S, ""pc-member""), has_isMeeting(S, ""true"").","User(?U) ∧ Resource(?Res) ∧ Action(?Action) ∧ has_role(?U,'pc_chair') ∧ ?(Action = ?'read'; Action = 'create') => can_access(?U,?Res,?Action)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target/>
<Rule Effect=""Deny"" RuleId=""RPSlist.21.0.0.2.5.3.3.r.1"">
    <Target/>
</Rule>
                            </Policy>",,,,,"User(?U) ∧ Resource(?Res) ∧ has_role(?U,?pc-chair) => can_access(?U,?Res,?read)"
"<Policy PolicyId=""RPSlist.22.0.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <AttributeDesignator AttributeId=""isEq-subjUserId-resUserId"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, create) :- User(U), Resource(Res), has_role(U, pc-member), isEq_subjUserId_resUserId(U, Res, true).","User(?U) ∧ Meeting(?M) ∧ has_role(?U,""pc-member"") ∧ is_meeting(?M,?true) => can_read(?U,?M)"
"<Policy PolicyId=""RPSlist.22.0.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <AttributeDesignator AttributeId=""isEq-subjUserId-resUserId"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), PC_Chair(C).",Resource(R).,"has_role(U, ""pc_chair"") :- PC_Chair(U).
is_eq_subjUserId_resUserId(U, R) :- User(U), Resource(R).","can_create(C, R) :- PC_Chair(C), Resource(R), has_role(C, ""pc_chair""), is_eq_subjUserId_resUserId(C, R).","User(?U) ∧ Resource(?Res) ∧ Action(?Action) ∧ has_role(?U,'pc-chair') ∧ ?(Action = ?'read'; Action = 'create') => can_access(?U,?Res,?Action)"
"<Policy PolicyId=""RPSlist.22.0.0.2.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <AttributeDesignator AttributeId=""isSubjectsMeeting"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">discussion</AttributeValue>
        <AttributeDesignator AttributeId=""phase"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(U, R), isSubjectsMeeting(U, ISM).","Resource(Res), Phase(Res, Ph).",,"can_access(U, Res, Action) :- User(U), Resource(Res), Role(U, ""pc-chair""), isSubjectsMeeting(U, ""true""), Phase(Res, ""discussion""), Action = ""read"".","PC_Member(?S) ∧ Resource(?R) => can_access(?S,?R,?read)"
"<Policy PolicyId=""RPSlist.22.0.0.2.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <AttributeDesignator AttributeId=""isConflicted"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.22.0.0.2.3.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,Object(O).,"is_conflicted(S, O) :- Subject(S), Object(O).","deny(S, O) :- Subject(S), Object(O), is_conflicted(S, O).","User(?U) ∧ Resource(?Res) ∧ has_role(?U,?pc-chair) => can_access(?U,?Res,?read)"
"<Policy PolicyId=""RPSlist.22.0.0.2.4"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <AttributeDesignator AttributeId=""isConflicted"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.4.r.1"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""isEq-subjUserId-resUserId"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.4.r.3"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""isconflicted"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""hasSubmittedReviewForResPaper"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.4.r.4"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.22.0.0.2.4.r.5"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Paper(P).",Paper(P).,"has_role(U, 'pc-member') :- User(U).
has_role(U, 'pc_chair') :- User(U).
is_conflicted(U, P) :- User(U), Paper(P).
has_submitted_review(U, P) :- User(U), Paper(P).
is_eq_subjUserId_resUserId(U, P) :- User(U), Paper(P).","can_read(U, P) :- User(U), Paper(P), has_role(U, 'pc-member'), not is_conflicted(U, P), is_eq_subjUserId_resUserId(U, P).
can_read(U, P) :- User(U), Paper(P), has_role(U, 'pc-member'), not is_conflicted(U, P), is_conflicted(U, P), has_submitted_review(U, P).
can_read(U, P) :- User(U), Paper(P), has_role(U, 'pc-member'), not is_conflicted(U, P), has_role(U, 'pc_chair').
not can_read(U, P) :- User(U), Paper(P), has_role(U, 'pc-member'), not is_conflicted(U, P).","PCMember(?P) ∧ Meeting(?M) ∧ is_meeting(?M) => can_read(?P,?M)"
"<Policy PolicyId=""RPSlist.22.0.0.2.5.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.5.0.r.1"">
<Target/>
                            </Rule>
                        </Policy>","Subject(S), Role(R).",Object(O).,"has_role(S, R) :- Subject(S), Role(R).","can_perform(S, O, create) :- Subject(S), Object(O), has_role(S, pc-chair).",false => deny_all
"<Policy PolicyId=""RPSlist.22.0.0.2.5.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.5.3.0.r.1"">
    <Target/>
</Rule>
                            </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, Action) :- User(U), Resource(Res), Action(Action), has_role(U, 'pc_chair'), (Action = 'read'; Action = 'create').",
"<Policy PolicyId=""RPSlist.22.0.0.2.5.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.5.3.1.r.1"">
    <Target/>
</Rule>
                            </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, read) :- User(U), Resource(Res), has_role(U, pc-chair).",
"<Policy PolicyId=""RPSlist.22.0.0.2.5.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
                <AttributeDesignator AttributeId=""isMeeting"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.5.3.2.r.1"">
    <Target/>
</Rule>
                            </Policy>",User(U).,Resource(R).,"has_role(U, ""pc-member"") :- User(U).
is_meeting(U, ""true"") :- User(U).","can_access(U, R, ""read"") :- User(U), Resource(R), has_role(U, ""pc-member""), is_meeting(U, ""true"").",
"<Policy PolicyId=""RPSlist.22.0.0.2.5.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target/>
<Rule Effect=""Deny"" RuleId=""RPSlist.22.0.0.2.5.3.3.r.1"">
    <Target/>
</Rule>
                            </Policy>",,,,,
"<Policy PolicyId=""RPSlist.23.0.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res) :- User(U), Resource(Res), has_role(U, ""pc-chair"").",
