xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions,carminati
"<Policy PolicyId=""RPSlist.21.0.0.2.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,,"has_role(S, 'pc-chair') :- Subject(S).","can_perform(S, 'create') :- Subject(S), has_role(S, 'pc-chair'). can_perform(S, 'delete') :- Subject(S), has_role(S, 'pc-chair').","User(?U) ∧ Resource(?Res) ∧ has_role(?U,?pc-chair) => can_access(?U,?Res,?read)"
"<Policy PolicyId=""RPSlist.21.0.0.2.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                        </Target>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.21.0.0.2.3.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",AccessSubject(S).,,is_conflicted(S) :- AccessSubject(S).,"can_access(S, O) :- AccessSubject(S), Object(O), not is_conflicted(S).","PC_Member(?S) ∧ Meeting(?M) ∧ is_meeting(?S) => can_read(?S,?M)"
"<Policy PolicyId=""RPSlist.21.0.0.2.4"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.4.r.1"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.4.r.2"">
                            <Target>
<Resources>
    <Resource>
        <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">discussion</AttributeValue>
            <ResourceAttributeDesignator AttributeId=""phase"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ResourceMatch>
    </Resource>
</Resources>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.4.r.3"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""subjReviewsThisResPaper"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""hasSubmittedReviewForResPaper"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.4.r.4"">
                            <Target>
<Resources>
    <Resource>
        <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <ResourceAttributeDesignator AttributeId=""isSeeUnassignedAllowed"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ResourceMatch>
    </Resource>
</Resources>
                            </Target>
                        </Rule>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.21.0.0.2.4.r.5"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,Resource(R).,"has_role(S, 'pc-member') :- Subject(S).
has_isConflicted(S, 'false') :- Subject(S).
has_isEq_subjUserId_resUserId(S, 'true') :- Subject(S).
has_subjReviewsThisResPaper(S, 'true') :- Subject(S).
has_hasSubmittedReviewForResPaper(S, 'true') :- Subject(S).
has_phase(R, 'discussion') :- Resource(R).
has_isSeeUnassignedAllowed(R, 'true') :- Resource(R).","can_read(S, R) :- Subject(S), Resource(R), has_role(S, 'pc-member'), has_isConflicted(S, 'false'), (has_isEq_subjUserId_resUserId(S, 'true'); has_phase(R, 'discussion'); (has_subjReviewsThisResPaper(S, 'true'), has_hasSubmittedReviewForResPaper(S, 'true')); has_isSeeUnassignedAllowed(R, 'true')).","Subject(?S) ∧ Object(?O) ∧ (has_role(?S,""pc-chair"") ; has_role(?S,""pc-member"")) => can_access(?S,?O,""read"")"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.0.r.1"">
<Target/>
                            </Rule>
                        </Policy>","User(U), Role(R).",Object(O).,"has_role(U, R) :- User(U), Role(R).","can_delete(U, O) :- User(U), Object(O), has_role(U, 'pc-chair').","Subject(?S) ∧ Resource(?R) ∧ has_role(?S,'subreviewer') ∧ is_eq_subjUserId_resUserId(?S,'true') => can_read(?S,?R)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Resources>
    <Resource>
        <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ResourceMatch>
    </Resource>
</Resources>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.1.r.1"">
<Target/>
                            </Rule>
                        </Policy>",PC_Member(S).,MeetingPaper(MP).,is_eq_meeting_paper(MP) :- MeetingPaper(MP).,"can_read(S, MP) :- PC_Member(S), MeetingPaper(MP), is_eq_meeting_paper(MP).","Subject(?S) ∧ has_role(?S,'pc-chair') => can_delete(?S)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                            <Target>
<Subjects>
    <Subject>
        <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
            <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </SubjectMatch>
    </Subject>
</Subjects>
<Actions>
    <Action>
        <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
            <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
        </ActionMatch>
    </Action>
</Actions>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.2.r.1"">
<Target/>
                            </Rule>
                        </Policy>",pc_member(S).,,,can_create(S) :- pc_member(S).,"PC_Member(?S) ∧ MeetingPaper(?MP) ∧ is_eq_meeting_paper(?MP) => can_read(?S,?MP)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.3.0.r.1"">
    <Target/>
</Rule>
                            </Policy>","User(U), Role(U, R).",Resource(Res).,,"can_access(U, Res, Action) :- User(U), Resource(Res), Role(U, 'admin'), (Action = 'read'; Action = 'write').","User(?U) ∧ Paper(?P) ∧ has_role(?U,""pc-member"") => can_create(?U,?P)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.3.1.r.1"">
    <Target/>
</Rule>
                            </Policy>",Subject(S).,Object(O).,"has_role(S, ""pc-chair"") :- Subject(S).","can_read(S, O) :- Subject(S), Object(O), has_role(S, ""pc-chair"").","Subject(?S) ∧ Object(?O) ∧ role(?S,""admin"") ∧ ?(A = ?""read""; A = ""write"") => can_access(?S,?O,?A)"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target>
    <Subjects>
        <Subject>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
                <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </SubjectMatch>
        </Subject>
    </Subjects>
    <Actions>
        <Action>
            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
            </ActionMatch>
        </Action>
    </Actions>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.21.0.0.2.5.3.2.r.1"">
    <Target/>
</Rule>
                            </Policy>",PCMember(S).,Meeting(M).,is_meeting(S) :- PCMember(S).,"can_read(S, M) :- PCMember(S), Meeting(M), is_meeting(S).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,""pc-chair"") => can_access(?S,?O,""read"")"
"<Policy PolicyId=""RPSlist.21.0.0.2.5.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
<Target/>
<Rule Effect=""Deny"" RuleId=""RPSlist.21.0.0.2.5.3.3.r.1"">
    <Target/>
</Rule>
                            </Policy>",,,,,"pc_member(?S) ∧ meeting(?M) ∧ is_meeting(?S,?true) => can_read(?S,?M)"
"<Policy PolicyId=""RPSlist.22.0.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">delete</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",Subject(S).,Resource(R).,"has_role(S, 'pc-member') :- Subject(S). is_subject_user_equal_resource_user(S, R) :- Subject(S), Resource(R).","can_access(S, R, write) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_subject_user_equal_resource_user(S, R). can_access(S, R, create) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_subject_user_equal_resource_user(S, R). can_access(S, R, delete) :- Subject(S), Resource(R), has_role(S, 'pc-member'), is_subject_user_equal_resource_user(S, R).","Subject(?S) ∧ Object(?O) ∧ (has_role(?S,'pc-chair') ; has_role(?S,'pc-member')) => can_read(?S,?O)"
"<Policy PolicyId=""RPSlist.22.0.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">subreviewer</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isEq-subjUserId-resUserId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",Subreviewer(S).,Resource(R).,"is_subject_user(S, R) :- Subreviewer(S), Resource(R).","can_create(S, R) :- Subreviewer(S), Resource(R), is_subject_user(S, R).","User(?U) ∧ Resource(?R) ∧ has_role(?U,""subreviewer"") ∧ is_eq_subjUserId_resUserId(?U,""true"") => can_read(?U,?R)"
"<Policy PolicyId=""RPSlist.22.0.0.2.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.0.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,,"has_role(S, 'pc-chair') :- Subject(S).
not_conflicted(S) :- Subject(S).","can_access(S) :- Subject(S), has_role(S, 'pc-chair'), not_conflicted(S).","User(?U) ∧ Resource(?R) ∧ has_role(?U,""pc-chair"") => can_delete(?U,?R)"
"<Policy PolicyId=""RPSlist.22.0.0.2.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Resources>
<Resource>
    <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ResourceMatch>
</Resource>
                            </Resources>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.22.0.0.2.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","Subject(S), role(S, R), isSubjectsMeeting(S, ISM).","Resource(O), isEq_meetingPaper_resId(O, IEMPR).",,"can_access(S, O, read) :- Subject(S), Resource(O), role(S, ""pc-chair""), isSubjectsMeeting(S, ""true""), isEq_meetingPaper_resId(O, ""true"").","PCMember(?P) ∧ MeetingPaper(?MP) => can_read(?P,?MP)"
